cohort,user,time_year,time_month,subscription,content,genres,recency_new,bounce
0,98,2017,6,1,1,1,0,0
0,99,2017,6,1,4,2,0.1667,0.6667
0,100,2017,6,1,3,2,0,0.3636
0,100,2017,7,1,5,2,0,0.5
0,100,2017,8,1,3,2,0.6,0.3
0,101,2017,6,1,4,4,0.5,0.5
0,101,2017,7,1,1,1,1,1
0,102,2017,6,1,2,2,0.6667,0.3333
0,102,2017,7,1,3,1,0.6667,0.6667
0,103,2017,6,1,4,3,0.5,0.75
0,103,2017,7,1,2,1,0,0.3333
0,104,2017,6,1,1,1,0,0
0,104,2017,7,1,1,1,0,0.5
0,104,2017,8,1,1,1,1,1
0,105,2017,6,1,2,2,0,0.5
0,105,2017,7,1,4,1,1,1
0,106,2017,6,1,2,1,0,0.5
0,106,2017,7,1,5,1,0.4,0.8
0,107,2017,6,1,6,3,0.5,0.3333
0,107,2017,7,1,1,1,0,0
0,108,2017,6,1,3,2,0,0
0,109,2017,6,1,1,1,1,1
0,109,2017,7,1,4,1,0,0.5
0,110,2017,6,1,2,1,0,0.5
0,110,2017,7,1,5,3,0.1667,0.3333
0,111,2017,6,1,1,1,0,0
0,111,2017,7,1,4,3,0,0.4286
0,112,2017,6,1,4,3,0,0.75
0,112,2017,7,1,1,1,0,0.5
0,113,2017,6,1,3,2,1,0.3333
0,113,2017,7,1,3,2,0.6,0.8
0,114,2017,6,1,1,1,0,0
0,114,2017,7,1,2,1,0.3333,0.6667
0,115,2017,6,1,3,2,0.3333,0.6667
0,116,2017,6,1,5,2,0.1667,0.5
0,116,2017,7,1,1,1,1,0
0,117,2017,6,1,2,2,0.6667,0.3333
0,117,2017,7,1,5,2,0.3333,0.5
0,118,2017,6,1,1,1,0,1
0,118,2017,7,1,2,1,0,0.3333
0,119,2017,6,1,3,2,0.6667,1
0,120,2017,6,1,3,2,0.8,0.8
0,121,2017,6,1,1,1,1,0.25
0,122,2017,6,1,8,4,0.4706,0.6471
0,123,2017,6,1,2,1,0.6667,0
0,123,2017,7,1,1,1,0,0
0,124,2017,6,1,1,1,0,1
0,124,2017,7,1,5,3,0,0.1429
0,125,2017,6,1,3,2,0.3333,0.3333
0,126,2017,6,1,8,4,0.0909,0.7273
0,127,2017,6,1,1,1,0,0
0,127,2017,7,1,2,2,0.5,0
0,127,2017,8,1,1,1,0,0
0,127,2017,9,1,1,1,1,0
0,127,2017,10,1,1,1,1,0
0,127,2017,11,1,1,1,0,0
0,127,2017,12,1,,,,
0,127,2018,1,1,2,1,0,0
0,127,2018,2,1,1,1,0,0
0,128,2017,6,1,2,1,0,0
0,129,2017,6,1,4,2,0.2,0
0,130,2017,6,1,1,1,1,0
0,130,2017,7,1,4,3,0.75,0.25
0,131,2017,6,1,4,1,0,0.2222
0,131,2017,7,1,2,2,0,0.5
0,132,2017,6,1,6,2,0.1667,0.3333
0,132,2017,7,1,7,2,0.5714,0.5714
0,133,2017,6,1,10,4,0.4,0.3333
0,133,2017,7,1,1,1,0,0
0,134,2017,6,1,4,2,0.2,0.8
0,134,2017,7,1,1,1,0,0
0,135,2017,6,1,1,1,1,0.5
0,135,2017,7,1,2,2,0.5,1
0,136,2017,6,1,3,1,0,1
0,136,2017,7,1,1,1,0,0.3333
0,137,2017,6,1,2,1,0,0.3333
0,137,2017,7,1,3,1,0,0.6667
0,138,2017,6,1,3,3,0,0.6667
0,139,2017,6,1,1,1,0,0
0,139,2017,7,1,6,1,0.3333,0
0,140,2017,6,1,2,2,0.3333,0.3333
0,140,2017,7,1,5,2,0.4286,0.7143
0,141,2017,6,1,2,2,1,0.6667
0,142,2017,6,1,2,1,0,0.3333
0,142,2017,7,1,8,3,0.3333,0.5
0,143,2017,6,1,5,3,0.6667,0.8333
0,144,2017,6,1,3,1,0,0.6667
0,144,2017,7,1,2,1,0,1
0,145,2017,6,1,4,2,0.3333,0
0,145,2017,7,1,3,3,0.3333,0
0,146,2017,6,1,4,2,0.125,0.625
0,147,2017,6,1,2,2,1,0.3333
0,147,2017,7,1,3,1,0.5,0.5
0,148,2017,6,1,7,3,0.2857,0.2857
0,149,2017,6,1,1,1,0,0
0,149,2017,7,1,1,1,0,0.5
0,150,2017,6,1,3,2,0.625,0.75
0,151,2017,6,1,8,2,0.2,0.6
0,152,2017,6,1,,,,
0,152,2017,7,1,7,3,0.0909,0.0909
0,153,2017,6,1,9,3,0.6,0.5
0,153,2017,7,1,1,1,1,1
0,154,2017,6,1,3,2,0.6667,1
0,154,2017,7,1,2,2,0,0
0,155,2017,6,1,5,2,0,1
0,155,2017,7,1,5,1,0.7143,0.7143
0,156,2017,6,1,5,2,0.25,0.375
0,157,2017,6,1,9,3,0.1,0.7
0,157,2017,7,1,22,3,0.3077,0.5385
0,158,2017,6,1,1,1,1,0.5
0,158,2017,7,1,1,1,1,1
0,159,2017,6,1,2,1,0,0.3333
0,159,2017,7,1,5,3,0.2857,0.5714
0,160,2017,6,1,4,2,0,0.5455
0,161,2017,6,1,3,1,0,0
0,162,2017,6,1,2,1,0.75,0.5
0,163,2017,6,1,4,3,0.5,0.75
0,164,2017,6,1,3,2,0.3333,0.6667
0,164,2017,7,1,3,2,0.25,0.75
0,165,2017,6,1,9,3,0.4247,0.0137
0,165,2017,7,1,3,2,0.9091,0
0,166,2017,6,1,1,1,1,0.5
0,166,2017,7,1,1,1,0,0
0,166,2017,8,1,2,2,0,0.3333
0,167,2017,6,1,3,2,0,0
0,167,2017,7,1,2,1,0.6667,0
0,168,2017,6,1,1,1,0,0.5
0,168,2017,7,1,9,3,0.25,0.25
0,169,2017,6,1,3,1,0,0.6667
0,170,2017,6,1,1,1,0,1
0,170,2017,7,1,4,3,0.25,0.75
0,171,2017,6,1,2,1,0,0.5
0,171,2017,7,1,2,2,0,0.6667
0,172,2017,6,1,3,2,0,0
0,172,2017,7,1,1,1,0,0
0,173,2017,6,1,3,2,0.6,1
0,174,2017,6,1,1,1,0,0.5
0,174,2017,7,1,2,2,0,1
0,175,2017,6,1,1,1,0,0
0,175,2017,7,1,1,1,0,1
0,175,2017,8,1,1,1,0,1
0,176,2017,6,1,2,2,0,0.3333
0,176,2017,7,1,2,2,0.6667,0.6667
0,177,2017,6,1,2,1,1,0.25
0,178,2017,6,1,9,4,0.4,0.6
0,179,2017,6,1,2,1,0,1
0,179,2017,7,1,1,1,0,1
0,180,2017,6,1,4,2,0.5,0.75
0,181,2017,6,1,5,1,0,0.1667
0,181,2017,7,1,3,1,0,1
0,182,2017,6,1,2,2,0,0.3333
0,183,2017,6,1,2,2,0,0.75
0,183,2017,7,1,1,1,0,0.5
0,184,2017,6,1,13,5,0.4286,0.2143
0,185,2017,6,1,7,3,0.7,0.6
0,185,2017,7,1,3,2,0.75,0.75
0,185,2017,8,1,24,5,0.25,0.55
0,186,2017,6,1,6,3,0.2857,0.2857
0,187,2017,6,1,3,1,0.3333,0
0,187,2017,7,1,1,1,1,0
0,188,2017,6,1,5,3,0.6,0
0,188,2017,7,1,10,4,0.6667,0.4167
0,189,2017,6,1,4,1,0,0.6
0,189,2017,7,1,4,2,0,0.2
0,190,2017,6,1,6,3,0.3333,0.6667
0,191,2017,6,1,1,1,1,0.5
0,191,2017,7,1,1,1,0,0.5
0,192,2017,6,1,3,1,0.3333,0
0,193,2017,6,1,1,1,0,1
0,193,2017,7,1,4,2,0,0.1667
0,194,2017,6,1,3,2,0.3333,0.3333
0,194,2017,7,1,4,3,0.25,0.75
0,195,2017,6,1,3,2,0,0.6667
0,195,2017,7,1,1,1,0,1
0,196,2017,6,1,1,1,0,0
0,196,2017,7,1,5,1,0,0
0,197,2017,6,1,3,1,0.25,0.75
0,198,2017,6,1,2,2,0,0
0,199,2017,6,1,4,1,0,1
0,200,2017,6,1,1,1,1,1
0,200,2017,7,1,2,1,0,0
0,201,2017,6,1,1,1,1,1
0,201,2017,7,1,1,1,0,1
0,202,2017,6,1,2,2,0,0.5
0,202,2017,7,1,4,2,0.6,0.4
0,203,2017,6,1,5,2,0.1429,0.1429
0,203,2017,7,1,2,1,0,0
0,204,2017,6,1,4,3,0.8333,0
0,204,2017,7,1,5,4,1,0
0,205,2017,6,1,3,1,0,0.6667
0,205,2017,7,1,2,2,0.3333,0.6667
0,206,2017,6,1,3,1,0.25,0.75
0,207,2017,6,1,2,1,0,0.6667
0,208,2017,6,1,2,1,0,0.5
0,208,2017,7,1,2,1,0.8571,0.1429
0,209,2017,6,1,1,1,0,0.5
0,209,2017,7,1,2,2,0,1
0,209,2017,8,1,2,2,0,0.5
0,210,2017,6,1,3,2,0.6667,0.6667
0,210,2017,7,1,4,2,0,0.5
0,211,2017,6,1,11,2,0,0.5833
0,212,2017,6,1,3,2,0.25,0.25
0,213,2017,6,1,3,2,0.6667,0.6667
0,214,2017,6,1,4,2,0.1667,0
0,215,2017,6,1,1,1,0,1
0,215,2017,7,1,2,1,0,0.5
0,215,2017,8,1,1,1,1,1
0,216,2017,6,1,17,5,0.5789,0.5263
0,217,2017,6,1,1,1,1,1
0,217,2017,7,1,3,2,0.3333,0.6667
0,218,2017,6,1,2,1,0.6667,0.6667
0,218,2017,7,1,1,1,0,1
0,219,2017,6,1,5,2,0.1429,0.4286
0,220,2017,6,1,1,1,0,1
0,220,2017,7,1,3,2,0.5,0.5
0,221,2017,6,1,4,1,1,0.5714
0,221,2017,7,1,4,2,0,0
0,222,2017,6,1,5,2,0.1667,1
0,223,2017,6,1,1,1,0,0
0,223,2017,7,1,2,1,0,0.5
0,224,2017,6,1,1,1,0,0
0,224,2017,7,1,,,,
0,224,2017,8,1,1,1,0,0
0,225,2017,6,1,1,1,0,0.5
0,225,2017,7,1,3,2,0,0.6667
0,226,2017,6,1,11,3,0.3333,0.25
0,226,2017,7,1,17,4,0.4,0.3
0,227,2017,6,1,3,1,0,0.5
0,228,2017,6,1,2,2,1,1
0,228,2017,7,1,3,2,0.3333,0.6667
0,228,2017,8,1,1,1,0,0
0,229,2017,6,1,1,1,0,1
0,229,2017,7,1,4,3,0,0.375
0,230,2017,6,1,3,2,0.1429,0.1429
0,230,2017,7,1,1,1,0,1
0,231,2017,6,1,2,1,0.6667,1
0,231,2017,7,1,1,1,1,0
0,232,2017,6,1,1,1,1,0
0,232,2017,7,1,4,2,0.4,0.8
0,233,2017,6,1,5,3,0.75,0
0,234,2017,6,1,1,1,0,0
0,234,2017,7,1,3,2,0.2,0
0,235,2017,6,1,2,2,0.5,0.5
0,235,2017,7,1,2,2,0.75,1
0,236,2017,6,1,6,3,0.3333,0.1667
0,236,2017,7,1,3,1,0.5,0.5
0,237,2017,6,1,1,1,1,0
0,237,2017,7,1,3,2,0.6667,0
0,238,2017,6,1,3,1,0,0.4
0,238,2017,7,1,3,1,0,0.5
0,239,2017,6,1,6,3,0.4444,0.4444
0,239,2017,7,1,9,4,0.6154,0.4615
0,240,2017,6,1,2,1,0.5714,0.2857
0,240,2017,7,1,1,1,0,0
0,241,2017,6,1,3,3,0,0.5
0,242,2017,6,1,2,2,0.5,0
0,242,2017,7,1,4,3,0.2,0
0,243,2017,6,1,4,2,0,0.8571
0,244,2017,6,1,3,2,0,0.25
0,245,2017,6,1,2,1,0,1
0,245,2017,7,1,5,3,0.4,0.8
0,246,2017,6,1,3,2,0.25,0.5
0,247,2017,6,1,3,3,1,0.4444
0,248,2017,6,1,5,4,0.3333,0.5
0,248,2017,7,1,5,2,0.2857,0.8571
0,249,2017,6,1,2,1,0.125,0.5
0,249,2017,7,1,10,3,0.4545,0.3182
0,250,2017,6,1,3,3,0.8,0
0,250,2017,7,1,20,4,0.1724,0
0,251,2017,6,1,3,1,0.6667,0.6667
0,252,2017,6,1,4,3,0.5,0.25
0,252,2017,7,1,5,3,0.2,0.2
0,253,2017,6,1,3,3,0.5,0.25
0,253,2017,7,1,3,2,0.3333,1
0,253,2017,8,1,1,1,1,1
0,254,2017,6,1,4,3,0.6667,0.6667
0,255,2017,6,1,2,2,0,0.5
0,255,2017,7,1,2,2,0.6667,0.6667
0,256,2017,6,1,2,1,0,0.5
0,256,2017,7,1,1,1,1,1
0,257,2017,6,1,2,2,1,0.75
0,257,2017,7,1,4,2,0.1667,0.5
0,258,2017,6,1,1,1,1,1
0,258,2017,7,1,8,4,0,0.8182
0,259,2017,6,1,6,3,0.7273,0
0,260,2017,6,1,2,1,0,0
0,260,2017,7,1,6,2,0.125,0.375
0,260,2017,8,1,1,1,1,0
0,261,2017,6,1,2,2,0.6667,0.5
0,261,2017,7,1,8,4,0.6364,0.7273
0,262,2017,6,1,4,1,0.5,0.25
0,262,2017,7,1,2,1,0,1
0,263,2017,6,1,3,2,0.75,0.5
0,264,2017,6,1,6,3,0.5,0.5
0,264,2017,7,1,12,3,0.5333,0.5333
0,264,2017,8,1,1,1,1,1
0,265,2017,6,1,3,3,1,0.6667
0,266,2017,6,1,7,4,0.5,0.375
0,266,2017,7,1,3,2,0.3333,0.3333
0,267,2017,6,1,6,3,0.25,0.625
0,267,2017,7,1,7,3,0.1111,0.3333
0,268,2017,6,1,2,1,0,0
0,269,2017,6,1,5,3,0.5556,0.6667
0,270,2017,6,1,6,3,0.5,0.75
0,271,2017,6,1,1,1,0,0
0,271,2017,7,1,2,2,0.5,1
0,272,2017,6,1,7,2,0.1429,0.5714
0,272,2017,7,1,5,3,0,0.6667
0,272,2017,8,1,5,2,0.8,0.6
0,273,2017,6,1,1,1,0,0
0,273,2017,7,1,7,3,0.1538,0.8462
0,274,2017,6,1,1,1,0,0
0,274,2017,7,1,4,2,0.25,0.5
0,275,2017,6,1,6,3,0.1667,0.5
0,275,2017,7,1,17,3,0.3333,0.619
0,275,2017,8,1,17,3,0.3158,0.4737
0,276,2017,6,1,2,2,1,0.3333
0,276,2017,7,1,,,,
0,276,2017,8,1,1,1,1,0
0,277,2017,6,1,7,3,0.0909,0.7273
0,278,2017,6,1,1,1,0,0
0,278,2017,7,1,1,1,0,1
0,279,2017,6,1,2,2,0.6,0.6
0,279,2017,7,1,1,1,0,0.5
0,280,2017,6,1,2,3,0,0.3333
0,280,2017,7,1,3,3,0.3333,0.3333
0,281,2017,6,1,4,1,0,0.75
0,281,2017,7,1,1,1,0,1
0,282,2017,6,1,4,3,0.25,0.25
0,283,2017,6,1,3,2,0,0.3333
0,283,2017,7,1,1,1,0,1
0,284,2017,6,1,3,2,0,0.25
0,285,2017,6,1,3,3,0.3333,0.3333
0,286,2017,6,1,4,3,0.25,0
0,286,2017,7,1,5,3,0,0
0,287,2017,6,1,2,1,0.6667,0
0,287,2017,7,1,3,2,0,0.8
0,288,2017,6,1,5,3,0.6,0.6
0,289,2017,6,1,1,1,0,0
0,289,2017,7,1,2,2,0,0
0,290,2017,6,1,4,3,0.125,0.5
0,290,2017,7,1,1,1,0,0
0,291,2017,6,1,7,2,0.8571,0.5714
0,292,2017,6,1,8,3,0.381,0.4762
0,293,2017,6,1,3,2,0.3333,0
0,294,2017,6,1,10,3,0.1818,0
0,295,2017,6,1,2,1,0,0.6667
0,295,2017,7,1,5,3,0.7143,1
0,296,2017,6,1,5,1,0.4286,0.5714
0,296,2017,7,1,1,1,0,0
0,297,2017,6,1,1,1,1,0
0,297,2017,7,1,2,2,0.8,0
0,298,2017,6,1,2,2,0,1
0,298,2017,7,1,10,3,0.1,0.4
0,299,2017,6,1,17,2,0.5217,0.5217
0,299,2017,7,1,16,4,0.2632,0.6842
0,300,2017,6,1,1,1,0,0
0,300,2017,7,1,3,2,0.4,0.2
0,301,2017,6,1,8,3,0.9,0.3
0,301,2017,7,1,33,3,0.7037,0.3704
0,302,2017,6,1,1,1,0,0
0,302,2017,7,1,2,2,0,0
0,303,2017,6,1,2,1,0.6667,1
0,303,2017,7,1,1,1,0,0
0,304,2017,6,1,3,2,0.3333,0
0,305,2017,6,1,15,5,0.1905,0
0,305,2017,7,1,6,4,0,0
0,306,2017,6,1,1,1,0,1
0,306,2017,7,1,1,1,0,1
0,307,2017,6,1,1,1,1,0
0,307,2017,7,1,2,2,0.5,0.5
0,308,2017,6,1,3,1,0,0.6667
0,309,2017,6,1,2,2,0,0
0,310,2017,6,1,1,1,0,1
0,310,2017,7,1,4,3,0.4,0.6
0,311,2017,6,1,1,1,0,0.5
0,311,2017,7,1,5,2,0.1429,0.7143
0,312,2017,6,1,3,1,0,0.8
0,313,2017,6,1,4,3,0.5556,0.4444
0,314,2017,6,1,7,5,0.125,0.375
0,314,2017,7,1,3,2,1,0.6667
0,315,2017,6,1,26,4,0.3077,0.5
0,315,2017,7,1,21,4,0.2917,0.6667
0,316,2017,6,1,1,1,0,0
0,316,2017,7,1,16,3,0.3478,0
0,317,2017,6,1,5,1,0,0.7143
0,318,2017,6,1,1,1,0,0.5
0,318,2017,7,1,5,2,0.1667,0.1667
0,319,2017,6,1,2,1,0,0.5
0,319,2017,7,1,2,1,0,1
0,320,2017,6,1,6,3,0.3333,0.5556
0,320,2017,7,1,2,1,0.75,0.5
0,320,2017,8,1,2,2,1,0.5
0,321,2017,6,1,1,1,1,1
0,321,2017,7,1,6,2,0.5714,0.6429
0,322,2017,6,1,1,1,0,1
0,322,2017,7,1,3,3,0.1667,0.6667
0,323,2017,6,1,3,1,0,0.6667
0,323,2017,7,1,2,2,0,1
0,323,2017,8,1,1,1,1,1
0,324,2017,6,1,3,2,0,0.4
0,324,2017,7,1,2,1,0,0.6
0,325,2017,6,1,2,1,0,0.3333
0,325,2017,7,1,6,3,0.037,0.4815
0,326,2017,6,1,5,3,0.1429,0.2857
0,327,2017,6,1,1,1,0,0
0,327,2017,7,1,6,2,0.8333,0
0,328,2017,6,1,3,1,0.5,0
0,328,2017,7,1,3,2,0.75,0
0,328,2017,8,1,6,4,0.7143,0
0,329,2017,6,1,1,1,0,1
0,329,2017,7,1,2,1,0,1
0,330,2017,6,1,4,3,0.25,0
0,330,2017,7,1,2,2,0,0
0,331,2017,6,1,2,1,0,0.3333
0,332,2017,6,1,2,2,0.5,0
0,332,2017,7,1,1,1,1,0
0,333,2017,6,1,1,1,0,0
0,333,2017,7,1,1,1,1,0
0,334,2017,6,1,3,1,0.25,0.75
0,335,2017,6,1,4,2,0.25,0
0,335,2017,7,1,5,1,0.8,0
0,336,2017,6,1,13,4,0.1875,0
0,336,2017,7,1,11,5,0.125,0
0,337,2017,6,1,3,3,0,0.4
0,337,2017,7,1,3,1,0,0.3333
0,338,2017,6,1,3,1,0,0.2
0,338,2017,7,1,6,2,0.625,0.5
0,339,2017,6,1,1,1,0,1
0,339,2017,7,1,5,2,0.6,1
0,340,2017,6,1,4,2,0.8333,0
0,341,2017,6,1,26,2,0.1765,0
0,341,2017,7,1,3,1,0,0
0,342,2017,6,1,3,2,0,0.5
0,342,2017,7,1,7,2,0.4545,0.2727
0,343,2017,6,1,4,2,0.25,1
0,343,2017,7,1,6,2,0.3333,0.1111
0,344,2017,6,1,4,4,0,0
0,344,2017,7,1,2,1,1,0.5
0,345,2017,6,1,1,1,0,1
0,345,2017,7,1,4,2,0,0.75
0,346,2017,6,1,1,1,1,0
0,346,2017,7,1,4,1,0,0.6
0,347,2017,6,1,1,1,1,1
0,347,2017,7,1,2,1,0,0.5
0,348,2017,6,1,1,1,1,0
0,348,2017,7,1,10,3,0.5238,0
0,349,2017,6,1,3,3,0.8,0.2
0,349,2017,7,1,1,1,0,1
0,350,2017,6,1,3,2,0.25,0.5
0,351,2017,6,1,5,3,0.4,0.8
0,351,2017,7,1,11,5,0.4615,0.6154
0,352,2017,6,1,5,1,0,0.375
0,353,2017,6,1,3,2,0.6667,0
0,353,2017,7,1,2,1,0,0.6667
0,353,2017,8,1,1,1,0,1
0,354,2017,6,1,5,2,0.8571,0.5714
0,355,2017,6,1,2,1,0,0.5
0,355,2017,7,1,3,2,0,0.5
0,356,2017,6,1,2,1,0.3333,0.6667
0,357,2017,6,1,2,2,0.3333,0.3333
0,357,2017,7,1,1,1,1,0
0,357,2017,8,1,2,2,0.5,1
0,358,2017,6,1,3,1,0.2,0.6
0,359,2017,6,1,3,1,0.5,0
0,359,2017,7,1,5,1,0.5714,0.7143
0,360,2017,6,1,1,1,0,0.8
0,361,2017,6,1,2,2,0.25,0.5
0,361,2017,7,1,3,2,1,1
0,362,2017,6,1,12,2,0.5833,0.4167
0,362,2017,7,1,7,2,0.7,0.4
0,362,2017,8,1,1,1,1,0
0,363,2017,6,1,2,1,0.3333,1
0,363,2017,7,1,,,,
